 Init noise sample_rate tau1_init tau2_init sigma_init acc acc1 acc2 acc3
94 95 different 512 0.920722246170044 0.0916709303855896 0.5037868618965149 0.13498540222644806 0.16222134232521057 0.1407245248556137 0.1020103469491005
95 96 same 256 0.7173762321472168 0.9653736352920532 0.6938342452049255 0.14858679473400116 0.12440286576747894 0.15595144033432007 0.16540604829788208
96 97 different 32 0.07057321071624756 0.6777969002723694 0.6204237341880798 0.566016435623169 0.5712579488754272 0.5785230994224548 0.5482683181762695
97 98 different 256 0.22754693031311035 0.8054159879684448 0.7423391938209534 0.15707935392856598 0.14779061079025269 0.21068869531154633 0.11275875568389893
98 99 same 32 0.2625225782394409 0.9266528487205505 0.4331439733505249 0.2739185094833374 0.2613455355167389 0.26204219460487366 0.29836782813072205
99 100 different 16 0.13672608137130737 0.3971853256225586 0.12926530838012695 0.615744411945343 0.6123606562614441 0.6170381903648376 0.6178343892097473
100 101 same 256 0.7518821954727173 0.13736510276794434 0.09725654125213623 0.20017249882221222 0.21188296377658844 0.27955812215805054 0.10907643288373947
101 102 different 128 0.5760896801948547 0.5110560059547424 0.39608973264694214 0.18487924337387085 0.22621417045593262 0.11753582954406738 0.21088774502277374
102 103 different 512 0.9647341370582581 0.3946598172187805 0.49249714612960815 0.13929803669452667 0.16072849929332733 0.09942276775836945 0.15774282813072205
103 104 different 16 0.38165897130966187 0.9877437949180603 0.08655107021331787 0.4136146605014801 0.37768709659576416 0.450039803981781 0.41311705112457275
104 105 different 64 0.8381307721138 0.13392335176467896 0.05953270196914673 0.2105228304862976 0.20332404971122742 0.2814490497112274 0.1467953771352768
105 106 same 128 0.19640326499938965 0.8794790506362915 0.8591009974479675 0.2114848643541336 0.1957603543996811 0.21496815979480743 0.22372610867023468
106 107 different 128 0.5211786031723022 0.9568844437599182 0.21555644273757935 0.18176089227199554 0.1770501583814621 0.1980493664741516 0.17018312215805054
107 108 same 512 0.9861400127410889 0.1797628402709961 0.643220067024231 0.16935376822948456 0.17048168182373047 0.16928741335868835 0.16829219460487366
