 Init noise sample_rate tau1_init tau2_init sigma_init acc acc1 acc2 acc3
196 197 different 128 0.1410735845565796 0.18682831525802612 0.11738282442092896 0.2842356562614441 0.28294187784194946 0.2658240497112274 0.3039410710334778
197 198 same 256 0.6685156226158142 0.0065261125564575195 0.5615132451057434 0.1677282303571701 0.1791401207447052 0.13823646306991577 0.18580812215805054
198 199 same 32 0.2930470108985901 0.43960535526275635 0.015698492527008057 0.5445528626441956 0.5195063948631287 0.5522491931915283 0.5619028806686401
199 200 different 64 0.7146676778793335 0.36990588903427124 0.44751548767089844 0.16636808216571808 0.14848725497722626 0.16799363493919373 0.18262340128421783
200 201 same 128 0.551817774772644 0.5788880586624146 0.45158088207244873 0.15780918300151825 0.14440684020519257 0.1666998416185379 0.16232086718082428
201 202 different 16 0.5228732228279114 0.9347667694091797 0.839713990688324 0.2710987329483032 0.27318868041038513 0.26622211933135986 0.2738853394985199
202 203 same 512 0.6491597890853882 0.460222065448761 0.7177310585975647 0.1281183660030365 0.09932325035333633 0.15565286576747894 0.12937897443771362
203 204 same 128 0.9652634859085083 0.08063679933547974 0.727027952671051 0.129047229886055 0.09932325035333633 0.10559315234422684 0.1822253167629242
204 205 different 128 0.44056808948516846 0.43644267320632935 0.5168781280517578 0.14453954994678497 0.16650079190731049 0.15077626705169678 0.11634156107902527
205 206 different 32 0.14423388242721558 0.08515757322311401 0.6061167120933533 0.36813294887542725 0.3887340724468231 0.3132961690425873 0.4023686349391937
206 207 same 32 0.9205018281936646 0.8494589328765869 0.7106369137763977 0.16796045005321503 0.10270700603723526 0.21855095028877258 0.18262340128421783
207 208 same 16 0.27357280254364014 0.534535825252533 0.25774842500686646 0.4093020260334015 0.4168988764286041 0.3658439517021179 0.44516322016716003
208 209 same 512 0.4234727621078491 0.06064581871032715 0.15912610292434692 0.2029923051595688 0.20581209659576416 0.2479100376367569 0.1552547812461853
209 210 different 64 0.7675305604934692 0.8000814318656921 0.8307234048843384 0.1218816339969635 0.16530652344226837 0.09982085973024368 0.10051751881837845
210 211 different 32 0.4844467043876648 0.4045841693878174 0.9672435522079468 0.2094280868768692 0.22531847655773163 0.23099124431610107 0.1719745248556137
211 212 different 64 0.5785841941833496 0.34205126762390137 0.3364983797073364 0.19665604829788208 0.1552547812461853 0.2209394872188568 0.21377389132976532
212 213 different 32 0.25237125158309937 0.9900097846984863 0.23690944910049438 0.31007829308509827 0.334494411945343 0.2302945852279663 0.3654458522796631
213 214 same 32 0.015401840209960938 0.033100008964538574 0.41034847497940063 0.6433784365653992 0.6483877301216125 0.6471934914588928 0.6345541477203369
214 215 same 512 0.9124264121055603 0.584819495677948 0.45012015104293823 0.18086518347263336 0.18302150070667267 0.15366241335868835 0.20591162145137787
215 216 different 64 0.9182134866714478 0.7787079811096191 0.36492305994033813 0.1416202187538147 0.11962579935789108 0.10041799396276474 0.20481687784194946
216 217 different 32 0.21048837900161743 0.5349943041801453 0.39016640186309814 0.3008890450000763 0.34753185510635376 0.27239251136779785 0.28274282813072205
217 218 same 16 0.7032690048217773 0.6439960598945618 0.11638516187667847 0.27126458287239075 0.29757165908813477 0.21914808452129364 0.2970740497112274
218 219 same 32 0.8250373005867004 0.94203782081604 0.532901406288147 0.20040471851825714 0.21009156107902527 0.23566879332065582 0.15545381605625153
219 220 different 64 0.14787131547927856 0.4852673411369324 0.25705087184906006 0.2855294644832611 0.2842356562614441 0.2824442684650421 0.28990843892097473
220 221 same 32 0.2655670642852783 0.8173799514770508 0.008085846900939941 0.5533108115196228 0.5687699317932129 0.5769307613372803 0.5142316818237305
221 222 different 16 0.792503297328949 0.5172614455223083 0.7475445866584778 0.2238919883966446 0.1988455355167389 0.2448248416185379 0.2280055731534958
222 223 same 16 0.6183886528015137 0.7070466876029968 0.3170807361602783 0.25653529167175293 0.24313296377658844 0.2583598792552948 0.26811304688453674
223 224 same 64 0.5850526094436646 0.07711076736450195 0.3499830365180969 0.1925424486398697 0.21626193821430206 0.20043790340423584 0.16092754900455475
224 225 different 128 0.22189414501190186 0.04043978452682495 0.13480210304260254 0.24757827818393707 0.2251194268465042 0.2758758068084717 0.2417396456003189
225 226 different 16 0.6397525072097778 0.2350172996520996 0.8237804174423218 0.18998806178569794 0.09952229261398315 0.20461782813072205 0.2658240497112274
226 227 same 128 0.8630090951919556 0.8570356369018555 0.5031459331512451 0.1928078532218933 0.18570859730243683 0.19735270738601685 0.19536225497722626
227 228 same 256 0.5439257621765137 0.7306585907936096 0.9659718871116638 0.12168258428573608 0.09932325035333633 0.12161624431610107 0.14410828053951263
228 229 same 512 0.19459480047225952 0.9912034273147583 0.6785001158714294 0.1761212795972824 0.19655652344226837 0.15485668182373047 0.1769506335258484
229 230 same 32 0.39037251472473145 0.06666404008865356 0.18452352285385132 0.24439357221126556 0.2063097059726715 0.23815684020519257 0.2887141704559326
230 231 different 16 0.8529635667800903 0.7373837232589722 0.7975345253944397 0.20067012310028076 0.2701035141944885 0.1332603543996811 0.19864650070667267
231 232 same 64 0.14585256576538086 0.12339293956756592 0.38723593950271606 0.2489384412765503 0.2644307315349579 0.2709991931915283 0.2113853543996811
232 233 same 512 0.95552659034729 0.2628738284111023 0.9398693442344666 0.16119293868541718 0.1488853543996811 0.17237260937690735 0.16232086718082428
233 234 same 512 0.10686033964157104 0.7179257273674011 0.3079562187194824 0.16723062098026276 0.18879379332065582 0.10509554296731949 0.20780254900455475
234 235 different 16 0.12296313047409058 0.8922106623649597 0.6475411057472229 0.5867171287536621 0.5869824886322021 0.5796178579330444 0.593550980091095
235 236 same 64 0.8070655465126038 0.6005883812904358 0.5785409212112427 0.14434050023555756 0.19317276775836945 0.12768709659576416 0.11216162145137787
236 237 same 512 0.14817392826080322 0.03750431537628174 0.0665026307106018 0.23497211933135986 0.13196656107902527 0.3012539744377136 0.2716958522796631
237 238 same 16 0.1781211495399475 0.1803075671195984 0.2555704712867737 0.49114251136779785 0.48507165908813477 0.49134156107902527 0.4970143437385559
238 239 same 16 0.7718243598937988 0.4376986026763916 0.9565460681915283 0.21194930374622345 0.1885947436094284 0.21168391406536102 0.23556926846504211
239 240 different 256 0.8359102010726929 0.8574405312538147 0.9072465896606445 0.14354431629180908 0.1572452187538147 0.15744426846504211 0.11594346910715103
240 241 same 64 0.9643478393554688 0.5172848105430603 0.40832847356796265 0.1792064756155014 0.14092355966567993 0.1782444268465042 0.21845144033432007
241 242 same 128 0.7346532940864563 0.8434239029884338 0.39203888177871704 0.162486732006073 0.1957603543996811 0.10698646306991577 0.18471337854862213
242 243 different 256 0.7408064603805542 0.19660991430282593 0.5675238966941833 0.19191215932369232 0.19406847655773163 0.19506369531154633 0.186604306101799
243 244 same 128 0.353873610496521 0.7591942548751831 0.6882346272468567 0.17983679473400116 0.13455413281917572 0.19347134232521057 0.2114848792552948
244 245 different 256 0.9554729461669922 0.23688697814941406 0.84816575050354 0.12682457268238068 0.16371417045593262 0.109375 0.10738455504179001
245 246 same 64 0.3726958632469177 0.04478168487548828 0.44888246059417725 0.20153264701366425 0.16520701348781586 0.21685907244682312 0.22253184020519257
246 247 different 128 0.9028475880622864 0.9370808601379395 0.7480577230453491 0.14009422063827515 0.09912420064210892 0.13206608593463898 0.18909235298633575
247 248 different 16 0.2751094102859497 0.4312816858291626 0.3710039258003235 0.42771363258361816 0.41212180256843567 0.4304339289665222 0.440585196018219
248 249 same 16 0.1829492449760437 0.2302873730659485 0.44331997632980347 0.464370995759964 0.4637738764286041 0.45461782813072205 0.47472134232521057
249 250 same 16 0.1885695457458496 0.3278692364692688 0.4317930340766907 0.4365711212158203 0.44217753410339355 0.4018710255622864 0.465664803981781
250 251 different 16 0.7820720076560974 0.40943533182144165 0.10133910179138184 0.3207603394985199 0.36823248863220215 0.30264729261398315 0.2914012670516968
251 252 different 64 0.9525474905967712 0.7614538669586182 0.03049182891845703 0.342522531747818 0.3476313650608063 0.3551950752735138 0.3247412443161011
252 253 same 256 0.40760886669158936 0.6529472470283508 0.37874114513397217 0.20906317234039307 0.1823248416185379 0.20700636506080627 0.23785828053951263
253 254 same 512 0.8615057468414307 0.6962903141975403 0.7331719398498535 0.1260947436094284 0.15017913281917572 0.10987260937690735 0.11823248118162155
254 255 same 512 0.9634971618652344 0.4859037399291992 0.42374980449676514 0.1582736223936081 0.21496815979480743 0.14092355966567993 0.11892914026975632
255 256 different 128 0.3638841509819031 0.751158595085144 0.39089393615722656 0.18889331817626953 0.18371815979480743 0.1542595475912094 0.22870223224163055
256 257 same 256 0.40313029289245605 0.28296709060668945 0.11460602283477783 0.16368098556995392 0.12728901207447052 0.19964171946048737 0.16411225497722626
257 258 different 64 0.6014623045921326 0.15905296802520752 0.04385173320770264 0.3039742708206177 0.2801552414894104 0.24940286576747894 0.3823646605014801
258 259 different 512 0.9188175201416016 0.9054407477378845 0.7191540598869324 0.15346337854862213 0.11335588991641998 0.17555733025074005 0.17147691547870636
259 260 different 64 0.8204271197319031 0.4440441131591797 0.07275956869125366 0.1990445852279663 0.1552547812461853 0.25965365767478943 0.1822253167629242
260 261 same 256 0.2659023404121399 0.2323436737060547 0.1947142481803894 0.19002123177051544 0.1198248416185379 0.2093949019908905 0.24084395170211792
261 262 different 512 0.8451693654060364 0.5853796005249023 0.1393488049507141 0.20703954994678497 0.22223328053951263 0.1865047812461853 0.2123805731534958
262 263 different 64 0.26126909255981445 0.9362049698829651 0.24387073516845703 0.24741239845752716 0.2645302414894104 0.2603503167629242 0.21735668182373047
263 264 same 256 0.6095180511474609 0.7591065168380737 0.9235913753509521 0.16487526893615723 0.20342355966567993 0.1290804147720337 0.16212181746959686
264 265 same 512 0.1871512532234192 0.14374512434005737 0.9771456122398376 0.1676619052886963 0.1542595475912094 0.19466561079025269 0.1540605127811432
265 266 same 256 0.2292008399963379 0.5701382160186768 0.9915874600410461 0.17841029167175293 0.1719745248556137 0.1947651207447052 0.16849124431610107
266 267 different 64 0.6270225048065186 0.8482053875923157 0.54706209897995 0.15883757174015045 0.19944266974925995 0.1000199019908905 0.1770501583814621
267 268 different 64 0.6851527690887451 0.44659149646759033 0.8653020262718201 0.16470938920974731 0.15664808452129364 0.15127389132976532 0.18620620667934418
268 269 different 16 0.03426772356033325 0.5406294465065002 0.006826639175415039 0.6723394393920898 0.6700835824012756 0.6697850227355957 0.6771496534347534
269 270 different 16 0.6844378709793091 0.8251636624336243 0.8383610844612122 0.22999601066112518 0.2616440951824188 0.23308120667934418 0.19526274502277374
270 271 different 256 0.9386276006698608 0.8171342015266418 0.6137064099311829 0.12015658617019653 0.10977309197187424 0.1510748416185379 0.09962181746959686
271 272 same 16 0.3394072651863098 0.4800414443016052 0.5451842546463013 0.3060642182826996 0.3153861463069916 0.31847134232521057 0.284335196018219
272 273 same 16 0.9904783964157104 0.9035230278968811 0.777915358543396 0.19197849929332733 0.20242834091186523 0.18769904971122742 0.18580812215805054
273 274 different 64 0.9583843350410461 0.8003909587860107 0.15966522693634033 0.193736732006073 0.19655652344226837 0.186604306101799 0.1980493664741516
274 275 same 256 0.7652884125709534 0.1961767077445984 0.2661339044570923 0.20262737572193146 0.1980493664741516 0.19516322016716003 0.2146695852279663
275 276 same 64 0.4779362082481384 0.1471589207649231 0.4179745316505432 0.18418258428573608 0.19138136506080627 0.17167595028877258 0.1894904524087906
276 277 same 128 0.15256696939468384 0.27064186334609985 0.8654835820198059 0.2104232907295227 0.20471735298633575 0.20551353693008423 0.22103901207447052
277 278 same 128 0.2912878394126892 0.4727146029472351 0.21965020895004272 0.21500132977962494 0.2238256335258484 0.21596337854862213 0.2052149623632431
278 279 different 128 0.7393920421600342 0.0821695327758789 0.32152247428894043 0.15326432883739471 0.17963774502277374 0.1811305731534958 0.0990246832370758
279 280 different 512 0.47335439920425415 0.914080798625946 0.966338038444519 0.1541268676519394 0.17545780539512634 0.1551552563905716 0.13176751136779785
280 281 different 128 0.371306836605072 0.6702190041542053 0.80487060546875 0.16082800924777985 0.09972133487462997 0.18262340128421783 0.20013932883739471
281 282 same 512 0.3759980797767639 0.9106239676475525 0.1109001636505127 0.22853635251522064 0.25129377841949463 0.2342754751443863 0.200039803981781
282 283 same 16 0.4438632130622864 0.6207520365715027 0.6218113899230957 0.2791931927204132 0.25597134232521057 0.29737260937690735 0.2842356562614441
283 284 different 128 0.841235876083374 0.6897432804107666 0.9256489276885986 0.15260085463523865 0.1916799396276474 0.1667993664741516 0.09932325035333633
284 285 same 512 0.8421406149864197 0.8636484146118164 0.6774107813835144 0.13979564607143402 0.15644904971122742 0.16172373294830322 0.10121417045593262
285 286 same 32 0.5312252640724182 0.014393329620361328 0.817956805229187 0.15432590246200562 0.09872611612081528 0.16610270738601685 0.19814889132976532
286 287 same 512 0.06550979614257812 0.9698167443275452 0.20659160614013672 0.231223464012146 0.25895699858665466 0.2230294644832611 0.21168391406536102
287 288 same 32 0.3619272708892822 0.9980428218841553 0.2626851201057434 0.2594878077507019 0.26214173436164856 0.2591560482978821 0.2571656107902527
288 289 same 32 0.3348192572593689 0.6609516143798828 0.46385252475738525 0.24751193821430206 0.2604498267173767 0.2606488764286041 0.22143709659576416
289 290 different 16 0.1190958023071289 0.7108068466186523 0.6625638008117676 0.5942476391792297 0.5809116363525391 0.6055931448936462 0.5962380766868591
290 291 same 16 0.9406521916389465 0.7262067198753357 0.5396423935890198 0.209428071975708 0.17117834091186523 0.24313296377658844 0.21397292613983154
291 292 same 64 0.1057424545288086 0.29805243015289307 0.3286392092704773 0.301817923784256 0.31409236788749695 0.3039410710334778 0.287420392036438
292 293 same 512 0.8147433996200562 0.3255245089530945 0.48931795358657837 0.13767249882221222 0.11056926846504211 0.15625 0.14619824290275574
293 294 different 64 0.03708523511886597 0.6434839963912964 0.005143404006958008 0.6767848134040833 0.6757563948631287 0.6704816818237305 0.6841162443161011
294 295 different 128 0.6722524762153625 0.7757279872894287 0.3957735300064087 0.15853901207447052 0.20262739062309265 0.172770693898201 0.10021895170211792
295 296 same 128 0.00895678997039795 0.05980038642883301 0.6825498342514038 0.611896276473999 0.6035031676292419 0.6107683181762695 0.621417224407196
296 297 different 256 0.6917153000831604 0.45155417919158936 0.8124316334724426 0.13866771757602692 0.14709395170211792 0.13176751136779785 0.13714171946048737
297 298 different 128 0.07917845249176025 0.4965653419494629 0.5455701351165771 0.2447584867477417 0.28503185510635376 0.18172770738601685 0.2675159275531769
298 299 same 512 0.7230842709541321 0.38560259342193604 0.3438054919242859 0.15767647325992584 0.1000199019908905 0.19775079190731049 0.17525875568389893
299 300 same 128 0.011814534664154053 0.294166624546051 0.43084394931793213 0.603403627872467 0.6103702187538147 0.5984275341033936 0.6014131903648376
